Company Name,Investors,Orbit,Industry,Business Model,Growth Score,Employees added since last funding,Mindshare Score,Momentum Score,Mattermark URL,Website,Description,Is Raising On AngelList,AngelList Raising Amount,AngelList Pre-Money Valuation,AngelList Raised Amount,Keywords,Employee Count,Employees Month Ago,Employees Added This Month,Employees MoM,Employees 6 Months Ago,Employees Added In 6 Months,Employees 6 Months Growth,Est. Monthly Uniques,Monthly Uniques Week Ago,Monthly Uniques WoW,Monthly Uniques Month Ago,Monthly Uniques MoM,Est. Monthly Mobile Downloads,Mobile Downloads Week Ago,Mobile Downloads WoW,Mobile Downloads Month Ago,Mobile Downloads MoM,Mobile Growth Score,Twitter Followers,Twitter Followers Week Ago,Twitter Followers WoW,Twitter Followers Month Ago,Twitter Followers MoM,Twitter Mentions Last Week,Twitter Mentions 2 Weeks Ago,Twitter Mentions WoW,Twitter Mentions Last Month,Twitter Mentions 2 Months Ago,Twitter Mentions MoM,Facebook Likes,Facebook Likes Week Ago,Facebook Likes Wow,Facebook Likes Month Ago,Facebook Likes MoM,Facebook Talking Last Week,Facebook Talking 2 Weeks Ago,Facebook Talking WoW,Facebook Talking Month Ago,Facebook Talking 2 Months Ago,Facebook Talking MoM,LinkedIn Follows,LinkedIn Follows Week Ago,LinkedIn Follows WoW,LinkedIn Follows Month Ago,LinkedIn Follows MoM,Est. Founding Date,Stage,Total Funding,Last Funding Date,Last Funding Amount,Location,City,Region,State,Country,Continent,Has Mobile App,Months since last funding,New person months since last funding,New funding employee growth
Future Motion,,Safety,Mobility|Personal Mobility,B2C,,,,,,rideonewheel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Getaround,Marc Randolph|Barney Pell|Matt Mullenweg|Redpoint Ventures|General Catalyst Partners|CrunchFund|Menlo Ventures|Marissa Mayer|A-Grade Investments|Innovation Endeavors|Collaborative Fund|Correlation Ventures|Sam Shank|David Sacks|Bobby Yazdani|Matias de Tezanos|Dan Martell|Redpoint Ventures|Barney Pell|Venture51|Naval Ravikant|David Sacks|Shervin Pishevar|Morado Venture Partners|Tom McInerney|Ashton Kutcher|Menlo Ventures|SOSventures|Triangle Peak Partners|Cox Automotive|Cox Automotive|Kelley Blue Book |Manheim Auctions|Menlo Ventures|Triangle Peak Partners|SOSventures|Cox Automotive|Kelley Blue Book |Manheim Auctions|Menlo Ventures|Triangle Peak Partners|SOSventures|Cox Automotive|Kelley Blue Book |Manheim Auctions|Menlo Ventures|Triangle Peak Partners|SOSventures,Safety,automotive|e-commerce|transportation,B2C|Marketplace,242,49,143,179,https://mattermark.com/app/data/46453/getaround,http://getaround.com,Getaround is a mobile application and a peer-to-peer car sharing marketplace that enables car owners to rent out their cars.,No,,,,collaborative consumption|consumer goods|p2p|social commerce,94,95,-1,-1,63,31,49,303661,305033,0,295303,3,574,484,19,89,545,0,10625,,,,,40,42,-5,184,196,-6,36948,36768,0,35526,4,457,598,-24,194,196,-1,1227,1206,2,1153,6,01/01/09,B,113300000,11/20/14,24000000,bay area,san francisco,bay area,CA,usa,NA,Yes,11,275,87272.73
"Getaround, Inc.",,Safety,Mobility,B2C,,,,,,http://www.getaround.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GetTaxi,Kreos Capital|Shahar Waiser|Len Blavatnik|Access Industries|Shahar Waiser|InVenture Partners,Safety,hospitality|mobile|transportation,B2C|Marketplace,645,199,286,56,https://mattermark.com/app/data/64577/,http://gett.com,"Just launched in NYC! The Manhattan, New York Gett Black Car application for iPhone and Android! No more waiting on the phone, just tap and there it is!",No,,,,location based services (lbs),284,273,11,4,212,72,34,279960,279136,0,273510,2,5671,5390,5,5487,3,0,,,,,,0,0,,0,0,,132813,131809,1,130413,2,489,411,19,114,135,-16,2920,2896,1,2814,4,01/01/10,C,41000000,08/08/13,12000000,tel aviv,tel aviv,,,isr,AS,Yes,27,2438,4922.07
Goal Zero,,Assurance,Energy,B2C|B2B,,,,,,http://goalzero.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOVonomy,,Assurance,government|security,B2G|B2B,10,,10,11,https://mattermark.com/app/data/170153/,http://govonomy.com,"GOVonomy connects public & private organizations with transformative technology products, platforms & services from innovative growth companies.",No,,,,,,,,,,,,4,5,-20,5,-20,,,,,,,88,,,,,0,0,,2,6,-67,127,127,0,124,2,2,2,0,2,2,0,,,,,,,No Known Funding,,,,bay area,mill valley,bay area,CA,usa,NA,No,,,
Greater Places,,Assurance,Urban Planning,B2G,,,,,,http://greaterplaces.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Charge Networks,,Assurance,analytics|cleantech|energy,B2B,181,31,84,-93,https://mattermark.com/app/data/147380/,http://greenchargenet.com,Intelligent Energy Storage,No,,,,smart grid|sustainability,43,39,4,10,27,16,59,3,4,-25,25,-88,,,,,,,1765,,,,,2,8,-75,27,33,-18,182,182,0,170,7,6,6,0,2,2,0,368,362,2,342,8,01/01/09,A,56000000,07/29/14,56000000,bay area,santa clara,bay area,CA,usa,NA,No,15,227,246696.04
Greenlight Planet,Fidelity Growth Partners India,Assurance,cleantech|retail|solar power,B2B|B2C,202,30,55,55,https://mattermark.com/app/data/86152/,http://greenlightplanet.com,Solar home lighting for the world's 1.5 billion off-grid villagers. Makers of the award-winning Sun King solar lantern.,No,,,,consumer goods|social good,139,137,2,1,121,18,15,5312,6275,-15,7573,-30,,,,,,,2,,,,,1,0,,2,19,-89,3686,3660,1,3580,3,348,309,13,53,87,-39,1848,1839,0,1812,2,01/01/08,A,14000000,02/04/15,10000000,chicago,riverside,chicago,IL,usa,NA,No,9,165,60606.06
Gridco Systems,General Catalyst Partners|Lux Capital|North Bridge|RockPort Capital Partners|General Catalyst Partners|North Bridge|Lux Capital|RockPort Capital Partners|RockPort Capital Partners|North Bridge|Kleiner Perkins Caufield & Byers|General Catalyst Partners|Lux Capital,Assurance,cleantech|energy|hardware,B2B,121,13,85,0,https://mattermark.com/app/data/156125/,http://gridcosystems.com,Gridco develops power management solutions for electric utilities.,No,,,,,71,71,0,0,68,3,4,85,83,2,63,35,,,,,,,377,,,,,2,14,-86,16,5,220,27,27,0,27,0,1,,,1,0,,654,648,1,629,4,01/01/10,B,34499992,07/01/14,12000000,boston,woburn,boston,MA,usa,NA,No,16,130,92307.69
Hailo,Red Swan Ventures|Accel Partners|Atomico|Wellington Partners|Wellington Partners|Atomico|KDDI Open Innovation Fund|Forward Partners|Red Swan Ventures|Accel Partners|Wellington Partners|Richard Branson|Phenomen Ventures|Union Square Ventures|KDDI|Atomico|Felicis Ventures,Safety,e-commerce|mobile|transportation,B2C,40,41,-32,10,https://mattermark.com/app/data/68699/,http://hailocab.com,Get a licensed car or taxi with just two taps of the free app on your iPhone or Android phone.,No,,,,android|location based services (lbs),199,196,3,2,197,2,1,820,695,18,1058,-22,,89,,89,,0,3212,,,,,34,38,-11,217,348,-38,84936,84731,0,84617,0,5,6,-17,11,9,22,4643,4595,1,4444,4,01/01/10,B,50600000,12/31/12,30600000,london,london,london,,gbr,EU,Yes,34,1285,23813.23
HammerHead,,Safety,Mobility|Cycling|IOT,B2C,,,,,,http://hammerhead.io/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hammerhead Navigation,R/GA Accelerator|Techstars|Techstars|Foundry Group|R/GA 2013,Safety,entertainment|fitness and wellness|internet of things|transportation,B2C,84,0,84,0,https://mattermark.com/app/data/225375/hammerhead-navigation,http://hammerhead.io,"Hammerhead Bicycle Navigation is a simple, smart and social navigation platform for bicycles that also includes local route discovery",No,,,,fitness|health & wellness|maps|sports,9,9,0,0,6,3,50,4546,4476,2,3382,34,,95,,95,,0,997,,,189,428,0,0,,0,0,,4483,4484,0,4474,0,30,34,-12,28,31,-10,92,91,1,88,5,01/01/12,Pre Series A,120000,12/01/13,120000,new york,new york,new york,NY,usa,NA,Yes,23,18,6666.67
HandUp,Urban.Us|SV Angel|Version One Ventures|Launch Fund|Eric Ries|Marc Benioff,Core,crowdfunding|finance|mobile|payments,B2B|B2C,204,1,201,15,https://mattermark.com/app/data/178054/handup,http://handup.us,"HandUp lets you donate directly to homeless people and others in need in your neighborhood. We ensure that 100% of your donation goes toward basics like food, medical care, and housing through our nonprofit partners.",Yes,,,,payments|social good,6,6,0,0,7,-1,-14,2,6,-67,38,-95,,,,,,,2687,,,,,69,121,-43,2516,339,642,2391,2381,0,2348,2,52,52,0,60,58,3,127,124,2,115,10,01/01/13,Pre Series A,850000,07/16/14,850000,bay area,san francisco,bay area,CA,usa,NA,No,15,15,56666.67
HDScores,,Safety,advertising|government|hospitality|mobile|software development,B2B|B2C|Lead Generation|Metamediary,36,,36,0,https://mattermark.com/app/data/136856/,http://hdscores.com,HDScores is a Comprehensive Search Engine working to Democratize Restaurant Inspection Data from Jurisdictions across the United States.,No,,,,apis|big data|data mining|developer apis|document management|mobile advertising|productivity|restaurants|reviews & recommendations|sales,2,2,0,0,2,0,0,62,58,7,35,77,,,,,,,15316,,,,,4,8,-50,22,51,-57,89,89,0,89,0,2,1,100,1,1,0,11,11,0,9,22,01/01/12,No Known Funding,,,,baltimore,baltimore,baltimore,MD,usa,NA,Yes,,,
Helmet Hub,,Safety,Mobility|Cycling,B2B,,,,,,http://helmet-hub.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEVO Power,,Assurance,cleantech|retail|transportation,B2B|B2C,48,,48,-1,https://mattermark.com/app/data/145707/,http://hevopower.com,We are creating the global standard of wireless charging. Our technology is designed to remove the pains at the plug with an integrated wireless solution. Learn more at hevopower.com,Yes,200000,,0,big data|supply chain|wholesale,8,10,-2,-20,8,0,0,23,12,92,10,130,,,,,,,,,,,,0,0,,0,0,,546,546,0,548,0,34,34,0,11,5,120,190,189,1,185,3,01/01/11,Pre Series A,,,30000,new york,new york,new york,NY,usa,NA,No,,,0
HopSkipDrive,Upfront Ventures|FirstMark Capital|Joanne Wilson|Maveron|BBG Ventures,Safety,consumer services|transportation,B2C,433,11,284,-567,https://mattermark.com/app/data/10897314/,http://hopskipdrive.com,"HopSkipDrive is a ride service for kids founded in 2014 as a safe, reliable solution for families juggling today's busy schedules.",No,,,,collaborative consumption|family,23,19,4,21,5,18,360,5970,5802,3,4595,30,,,,,,,449,,,,,7,1,600,13,3,333,,,,,,,,,,,,11,10,10,8,38,01/01/14,Pre Series A,3900000,07/14/15,3900000,los angeles,los angeles,los angeles,CA,usa,NA,No,3,24,162500
Houzz,GGV Capital |T. Rowe Price|Kleiner Perkins Caufield & Byers|Oren Zeev|New Enterprise Associates|Sequoia Capital|Great Oaks Venture Capital|Canvas Venture Fund|Oren Zeev|Gary Ginsberg|Jeff Fluhr|Amos Wilnai|New Enterprise Associates|GGV Capital |Sequoia Capital|Comcast Ventures|Kleiner Perkins Caufield & Byers|David Sacks|Sequoia Capital|Don Katz|Gary Ginsberg|Oren Zeev|Amos Wilnai,Core,e-commerce|home decor,B2C,2863,574,769,338,https://mattermark.com/app/data/50952/houzz,http://houzz.com,"Houzz operates a platform for home remodeling and design, providing people with tools and home professionals they need to improve their homes (from decorating a room to building a custom home) from start to finish – online or from a mobile device. The company, which also has international offices in London, Berlin and Sydney, also launched the Houzz Marketplace, a marketplace for home products, and a redesign of its user experience.",No,,,,architecture|design|home & garden|home improvement|interior design|social media,983,957,26,3,705,278,39,8736806,8782436,-1,8968485,-3,11108,11787,-6,16897,-34,0,246457,,,,,2482,2331,6,8804,632,1293,1406156,1385908,1,1345479,5,13894,13714,1,20380,17620,16,21280,21057,1,20004,6,01/01/09,Late,213600000,10/01/14,165000000,bay area,palo alto,bay area,CA,usa,NA,Yes,13,4312,38265.31
Hyperloop Technologies,Sherpa Capital|Formation 8|Khosla Ventures|Formation 8|Sherpa Capital,Safety,enterprise software|transportation,B2C,1366,0,1086,539,https://mattermark.com/app/data/10917402/,http://hyperlooptech.com,We are developing the technology and hardware to make hyperloop a reality.,No,,,,hyperloop|pioneer250,54,46,8,17,,,,27842,26977,3,25715,8,,,,,,,5288,,,,,,,,,,,3937,3788,4,3202,23,361,361,0,208,526,-60,494,444,11,,,01/01/14,B,34500000,11/05/15,26000000,los angeles,los angeles,los angeles,CA,usa,NA,No,0,,0
Intelen,,Assurance,cleantech|energy,B2B|SaaS,123,11,102,27,https://mattermark.com/app/data/50095/intelen,http://intelen.com,Change the worlds behavior towards more efficient management systems through data-driven business applications,No,,,,gamification,25,26,-1,-4,26,-1,-4,243,186,31,256,-5,,,,,,,1457,,,,,3,1,200,16,23,-30,802,787,2,754,6,77,42,83,46,39,18,1577,1577,0,1575,0,01/01/11,Pre Series A,610000,04/03/13,360000,new york,new york,new york,NY,usa,NA,No,31,301,1196.01
Keen Home,Galvanize Ventures|Techstars|Techstars Ventures|R/GA Accelerator|Techstars|R/GA 2013,Assurance,energy|hardware|internet of things,B2C,353,,353,62,https://mattermark.com/app/data/250905/,http://keenhome.io,Keen Home builds proactive devices that aim to enhance the core functions of the home through innovative hardware and software solutions. Keen Home's first product is a smart home air vent that opens and closes to intelligently redirect airflow throughout a home.,No,,,,clean energy|consumer electronics|consumer goods|sustainability,,,,,,,,19372,19111,1,15398,26,,,,,,,1990,,,,,7,10,-30,32,117,-73,7538,7308,3,6789,11,77,107,-28,872,874,0,,,,,,,Pre Series A,0,,,new york,new york,new york,NY,usa,NA,No,,,
Kiwi Ki,,Safety,IOT|Connected Home|Security,B2B|B2C,,,,,,Http://kiwi.ki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kiwi.ki,Urban.Us|Paua Ventures,Safety,cloud computing|consumer electronics|hardware|internet of things|security,B2C|SaaS,127,,127,-489,https://mattermark.com/app/data/193160/,http://kiwi.ki,Secure handsfree access,No,,,,internet of things|logistics,,,,,,,,7546,6724,12,2135,253,,,,,,,199,,,,,0,0,,3,36,-92,,,,,,,,,,,,,,,,,,A,4340000,03/31/15,4340000,berlin,berlin,,,deu,EU,No,7,,0
Lagoon,,Core,Water,B2C,,,,,,http://goLagoon.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lagoon Systems Inc.,,Core,cleantech|hardware|internet of things|mobile,,-21,,-21,5,https://mattermark.com/app/data/10900361/,http://golagoon.com,The future of water management. Lagoon sensors take the current meter infrastructure of the facility or commercial site and make it smart. The meters will be happy to join the Industrial Internet of Things,No,,,,,,,,,,,,58,66,-12,60,-3,,,,,,,269,,,,,9,14,-36,23,57,-60,365,367,-1,367,-1,2,2,0,1,1,0,,,,,,,Pre Series A,0,,,,,,,,,No,,,
LeCab,,Safety,enterprise software|transportation,B2C,369,32,305,-590,https://mattermark.com/app/data/158256/lecab,http://lecab.fr,Lecab is a private transportation service offering cab services with flexible booking options via a mobile app and the web.,No,,,,design,39,36,3,8,29,10,34,42574,41569,2,41565,2,,,,,,,10301,,,,,4,11,-64,140,120,17,47307,47231,0,47069,1,148,147,1,75,84,-11,217,211,3,196,11,01/01/12,B,10880030,11/14/13,6800000,paris,paris,,,fra,EU,No,23,374,18181.82
LIFX,Sequoia Capital,Assurance,cleantech|hardware|internet of things,B2C,467,7,443,-395,https://mattermark.com/app/data/116685/,http://lifx.com,The lightbulb reinvented,No,,,,consumer electronics|internet of things|pioneer250,26,26,0,0,28,-2,-7,231556,228371,1,217695,6,,3078,,3568,,0,10921,,,,,118,177,-33,495,232,113,24524,24459,0,24356,1,222,191,16,195,212,-8,672,664,1,646,4,01/01/12,A,12000000,06/23/14,12000000,bay area,cremorne,bay area,,usa,NA,Yes,16,131,91603.05
Light Sail,,Assurance,Energy,B2B,,,,,,http://lightsail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightSail Energy,Innovacorp|Khosla Ventures,Assurance,energy,B2B,-5,,20,0,https://mattermark.com/app/data/207443/lightsail-energy,http://lightsailenergy.com,"LightSail believes that a low-cost grid-scale energy storage solution holds the key to unlocking the true potential of increasingly competitive renewable energies, optimizing power grids, democratizing access to energy, and helping to make the world a safer and better place for future generations. LightSail was founded in 2009 by Danielle Fong, Steve Crane and Ed Berlin.",No,,,,,37,39,-2,-5,37,0,0,12,14,-14,13,-8,,,,,,,891,,,,,20,6,233,41,14,193,,,,,,,,,,,,1288,1282,0,1263,2,01/01/09,Pre Series A,0,,,bay area,oakland,bay area,CA,usa,NA,No,,,
Lit Motors,Fuseproject,Safety,automotive|e-commerce|transportation,B2C,107,,109,-471,https://mattermark.com/app/data/94455/,http://litmotors.com,"Self balancing, two wheeled, electric micro car",No,,,,consumer goods|electric vehicles|sustainability,9,11,-2,-18,12,-3,-25,12865,15120,-15,14835,-13,,,,,,,5525,,,,,20,18,11,49,58,-16,25412,25316,0,25044,1,71,118,-40,119,98,21,1672,1658,1,1614,4,01/01/10,Pre Series A,0,,,bay area,san francisco,bay area,CA,usa,NA,No,,,
Livall Riding,China Equity,Safety,hardware|transportation,B2C,686,0,686,98,https://mattermark.com/app/data/11021996/,http://livall.com,LIVALL produces smart riding equipment such as the smart cycling helmet.,No,,,,,2,,,,,,,872,464,88,24,3533,,,,,,,51,,,,,,,,,,,554,550,1,524,6,21,15,40,6,10,-40,,,,,,01/01/14,A,13000000,07/30/15,13000000,shenzhen,shenzhen,,,chn,AS,No,3,0,0
Local Motion,Morado Venture Partners|Safa Rashtchy|Andreessen Horowitz|Draper Associates|Safa Rashtchy|AME Cloud Ventures|Stuart Coulson|Kevin Henrikson|Lemnos Labs|Morado Venture Partners|VegasTechFund,Safety,automotive|enterprise software|hardware|storage|transportation,B2B|B2C,120,9,103,3,https://mattermark.com/app/data/106979/,http://getlocalmotion.com,"Share vehicles effortlessly, increase fleet utilization, and streamline operations with Local Motion's keyless access and web-based motor pool management technology.",No,,,,cloud computing|cloud storage|consumer electronics|electric vehicles,15,20,-5,-25,41,-26,-63,3369,4029,-16,7289,-54,,,,,,,462,,,,,9,0,,17,80,-79,237,237,0,236,0,1,,,1,,,303,302,0,287,6,01/01/10,A,6000000,08/28/13,6000000,bay area,san mateo,bay area,CA,usa,NA,No,26,554,10830.32
LocalData,Code for America Incubator|Code for America Accelerator|Matter.VC,Safety,government,B2G,38,,38,-201,https://mattermark.com/app/data/212825/,http://localdata.com,"Collect the place-based data you need using our easy mobile tools and web dashboard. Create your own survey or engage around community health, safety, commercial development, blight, historic resources, and more. Quickly export your data for Excel or as a Shapefile.",No,,,,,,,,,,,,33,37,-11,71,-54,,,,,,,1639,,,,,19,7,171,26,24,8,168,168,0,168,0,1,1,0,,,,,,,,,,Pre Series A,0,,,,,,,,,No,,,
LocalMotion,,Safety,Mobility,B2B|B2C,,,,,,https://www.getlocalmotion.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loci Controls,Bolt.io,Assurance,energy|enterprise software|hardware,B2B,105,2,68,-220,https://mattermark.com/app/data/235936/loci-controls,http://locicontrols.com,Smart technology for landfills,No,,,,clean energy,9,8,1,13,,,,28,24,17,11,155,,,,,,,64,63,2,61,5,,,,,,,69,69,0,67,3,1,,,1,1,0,4,4,0,4,0,01/01/13,Pre Series A,1000000,09/09/15,1000000,boston,boston,boston,MA,usa,NA,No,2,2,500000
LOCK8,Horizons Ventures,Safety,automotive|hardware|internet of things|physical security|security,B2B,203,13,175,-377,https://mattermark.com/app/data/193164/lock8,http://lock8.me,Keyless. Alarm secured. GPS tracking.,No,,,,community|consumer electronics,18,18,0,0,14,4,29,4152,4415,-6,5913,-30,,,,,,,1031,,,,,2,1,100,9,14,-36,7672,7670,0,7679,0,4,9,-56,13,10,30,442,437,1,422,5,01/01/12,Pre Series A,0,11/26/13,0,berlin,berlin,,,gbr,EU,No,23,143,0
Lockitron,Y Combinator|Dave Morin|Slow Ventures|Andreessen Horowitz|Y Combinator|SV Angel|YC Summer 2009,Safety,consumer electronics|hardware|internet of things,B2C,109,,109,-655,https://mattermark.com/app/data/101260/lockitron,http://lockitron.com,"Lockitron is a device that can lock and unlock deadbolt locks via a remote control, typically an internet-enabledsmartphone.",No,,,,keyless lock,,,,,,,,89157,95415,-7,88987,0,,,,,,,9424,,,,,15,14,7,99,224,-56,9908,9901,0,9889,0,45,41,10,20,68,-71,,,,,,,Pre Series A,0,03/01/12,0,bay area,mountain view,bay area,CA,usa,NA,No,44,,0
Locomobi,IncWell Venture Capital,Assurance,mobile,B2G,117,,117,-228,https://mattermark.com/app/data/271108/,http://locomobi.com,Uber for Parking,No,,,,,28,28,0,0,20,8,40,21,38,-45,96,-78,,,,,,,89,,,,,1,0,,1,21,-95,238,239,0,239,0,1,,,1,1,0,161,141,14,80,101,01/01/10,A,0,,,toronto,toronto,,ON,can,NA,No,,,
LogCheck,,Safety,enterprise software,B2B|SaaS,106,,106,72,https://mattermark.com/app/data/11100228/,http://logcheck.com,"LogCheck is the easiest way to stay on top of routine maintenance tasks, inspections, and meter readings.",No,,,,it,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,830,783,6,697,19,32,32,0,25,30,-17,,,,,,,No Known Funding,,,,,,,,,,No,,,
Loup,Alex Mehr|Barney Pell|Binh Tran|Brian Lee|Enrique Salem|IDG Ventures|Shayan Zadeh|Obvious Ventures,Safety,transportation,B2C,170,-4,189,8,https://mattermark.com/app/data/10888999/,http://loupapp.com,Loup is where the private car experience meets public transportation.,No,,,,,5,5,0,0,9,-4,-44,354,385,-8,331,7,,,,,,,101,,,,,1,3,-67,10,16,-38,553,554,0,552,0,9,9,0,26,9,189,17,14,21,5,240,01/01/14,Pre Series A,1500000,12/02/14,1500000,,,,,,,No,11,31,48387.1
LOVELAND Technologies,,Assurance,crowdfunding|enterprise software,B2G,62,9,62,-376,https://mattermark.com/app/data/184141/loveland-technologies,http://makeloveland.com,"LOVELAND is putting America online parcel by parcel. We work with governments, developers, neighborhood groups, and passionate individuals to gather and present information about property in clear, actionable ways.",No,,,,crowdsourcing|maps,21,19,2,11,12,9,75,32857,33238,-1,33121,-1,,,,,,,2272,,,,,5,9,-44,14,19,-26,3022,3013,0,2988,1,91,61,49,99,84,18,20,20,0,20,0,01/01/09,A,781000,09/23/14,781000,detroit,detroit,detroit,MI,usa,NA,No,13,22,35500
LumiGrow,,Assurance,agriculture|energy|hardware,B2B,111,12,88,-138,https://mattermark.com/app/data/53519/lumigrow,http://lumigrow.com,"LumiGrow manufacturers energy-efficient LED grow light solutions for greenhouses, hydroponics and research applications. LumiGrow's LED grow lights improve",No,,,,,19,19,0,0,18,1,6,801,795,1,991,-19,,,,,,,1512,,,,,2,5,-60,19,11,73,811,794,2,775,5,46,55,-16,38,31,23,274,267,3,252,9,01/01/09,A,500000,12/06/12,500000,bay area,novato,bay area,CA,usa,NA,No,35,173,2890.17
Luxe,Redpoint Ventures|Venrock|Google Ventures|Sherpa Capital|Redpoint Ventures|Lightspeed Venture Partners|Upfront Ventures|Foundation Capital|BoxGroup|Slow Ventures|Data Collective|Eniac Ventures|Rothenberg Ventures,Safety,consumer services|mobile|transportation,B2C,1645,154,703,123,https://mattermark.com/app/data/286587/,http://luxe.com,"Luxe (formerly Luxe Valet) operates a valet parking service which allows users to demand valets and have thier cars parked in secured lots. Once they are ready to go, valets will ll bring the car to the users, even if they are in a different neighborhood",No,,,,pioneer250|verifiedga,181,161,20,12,52,129,248,12705,14362,-12,16238,-22,4287,4515,-5,3608,19,0,20673,,,,,74,30,147,343,469,-27,8732,8519,3,8181,7,341,308,11,202,92,120,803,736,9,501,60,01/01/13,A,25500000,02/25/15,20000000,bay area,san francisco,bay area,CA,usa,NA,Yes,8,581,34423.41
Lyft,Collaborative Fund|David Sacks|Floodgate Fund|FbFund|Floodgate Fund|K9 Ventures|Mayfield Fund|Founders Fund|Mayfield Fund|K9 Ventures|Floodgate Fund|Andreessen Horowitz|Rakuten|Didi Kuaidi|Carl Icahn|Fortress Investment Group|Carl Icahn|Coatue Management|Alibaba|Third Point Ventures|Andreessen Horowitz|Founders Fund|Mayfield Fund,Safety,consumer services|hospitality|mobile|transportation,B2C|marketplace,5066,489,924,-856,https://mattermark.com/app/data/117766/lyft,http://lyft.com,Lyft's mobile-phone application facilitates peer-to-peer ridesharing by connecting passengers who need a ride to drivers who have a car.,No,,,,p2p,2279,2257,22,1,1763,516,29,964187,970317,-1,947910,2,320391,297868,8,287487,11,0,135911,,,,,3223,2340,38,10778,2036,429,318236,316961,0,314039,1,3316,4282,-23,3549,4952,-28,16060,15793,2,15085,6,01/01/12,Late,1392500000,05/15/15,530000000,bay area,san francisco,bay area,CA,usa,NA,Yes,5,1766,300113.25
Mapillary,Sequoia Capital|LDV Capital|Playfair Capital|James Currier|Taavet Hinrikus|Naval Ravikant|Wellington Partners,Assurance,mobile,B2B,364,,364,-482,https://mattermark.com/app/data/223066/,http://mapillary.com,Crowd source street level photos,No,,,,maps,,,,,,,,34958,30503,15,37808,-8,,,,,,,1844,,,,,66,90,-27,382,515,-26,920,913,1,897,3,19,13,46,14,34,-59,,,,,,,Pre Series A,1500000,01/15/15,1500000,malmö,malmö,,,swe,EU,No,9,,0
Mark43,Spark Capital|General Catalyst Partners|Lowercase Capital|Govtech Fund|Allen & Company|Innovation Endeavors|Sophia Bush|SV Angel|Rough Draft Ventures|Launchpad LA|Spark Capital|General Catalyst Partners|Lowercase Capital,Safety,analytics|enterprise software|mobile,B2G,81,-2,86,0,https://mattermark.com/app/data/158777/mark43,http://mark43.com,"Mark43 designs and develops the next generation of law enforcement software. Its platform streamlines information management and analysis to support local, state, and federal law enforcement agents as they share information to dismantle criminal organizations.",No,,,,big data|law enforcement|local,21,22,-1,-5,14,7,50,238,276,-14,467,-49,,,,,,,394,,,,,0,0,,0,0,,125,125,0,122,2,1,1,0,1,1,0,53,52,2,42,26,01/01/12,A,12825000,08/03/15,10800000,new york,new york,new york,NY,usa,NA,No,3,4,2700000
Matterport,Qualcomm Ventures|Goverment of Singapore Investment Corporation (GIC)|Gordon Segal|Blake Krikorian|Y Combinator|Felicis Ventures|Red Swan Ventures|Rothenberg Ventures|BoxGroup|Red Swan Ventures|Lux Capital|Qualcomm Ventures|Greylock Partners|Felicis Ventures|Y Combinator|BoxGroup|AMD Ventures|AME Cloud Ventures|DCM Ventures|Felicis Ventures|Greylock Partners|Lux Capital|Navitas Capital|Qualcomm Ventures|Rothenberg Ventures|YC Winter 2012,Safety,hardware|real estate,B2B,650,14,465,-415,https://mattermark.com/app/data/114818/,http://matterport.com,"Matterport offers a major breakthrough in high-quality, rapid 3D visualization of physical spaces.",No,,,,3d technology|cloud computing|construction|maps|pioneer250|virtual reality|vr,90,87,3,3,61,29,48,270350,267134,1,261927,3,,,,,,,2442,,,,,8,47,-83,120,210,-43,5223,4952,5,4500,16,190,220,-14,448,333,35,749,731,2,678,10,01/01/11,C,56000000,06/25/15,30000000,bay area,mountain view,bay area,CA,usa,NA,No,4,26,1153846.15
Metropia,,Safety,Mobility|Traffic Management,B2G|B2C|B2B,,,,,,http://www.metropia.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
